T.ID,GP.Vol,NP.Vol,Wat.Vol,GT.Vol,NT.Vol,Prd.Lvl,Wat.Lvl,Ullage,Avg.Tmp,Prd.Wgt,Prd.Dens,
06,   5963,   5892,      0,   5963,   5892,  66.89,  -0.18,  14462, 33.65,    nan,    826,
07,   4480,   4402,      0,   4480,   4403,  92.21,   0.08,   5590, 34.14,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.20,   5320, 32.55,    nan,    745,
[2017/08/01 03:09:00] 

 01,   8535,   8436,      0,   8535,   8436,  87.20,  -0.38,  11890, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.35,   4714, 31.95,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.74,  -0.45,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5963,   5892,      0,   5963,   5892,  66.89,  -0.18,  14462, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.07,   5590, 34.14,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.55,    nan,    745,
[2017/08/01 03:10:00] 

 01,   8536,   8437,      0,   8536,   8437,  87.21,  -0.38,  11889, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.95,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.74,  -0.47,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5962,   5891,      0,   5962,   5891,  66.88,  -0.18,  14463, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.08,   5590, 34.14,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.55,    nan,    745,
[2017/08/01 03:11:00] 

 01,   8535,   8436,      0,   8535,   8436,  87.20,  -0.38,  11890, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.95,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3699,   3641,      0,   3699,   3641,  82.74,  -0.45,   6371, 32.81,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5962,   5891,      0,   5962,   5891,  66.88,  -0.18,  14463, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.07,   5590, 34.14,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.55,    nan,    745,
[2017/08/01 03:12:00] 

 01,   8536,   8437,      0,   8536,   8437,  87.21,  -0.38,  11889, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.35,   4714, 31.95,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3699,   3641,      0,   3699,   3641,  82.75,  -0.45,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5963,   5892,      0,   5963,   5892,  66.89,  -0.18,  14462, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.08,   5590, 34.14,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.55,    nan,    745,
[2017/08/01 03:13:00] 

 01,   8536,   8437,      0,   8536,   8437,  87.21,  -0.38,  11889, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.95,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3698,   3640,      0,   3698,   3640,  82.74,  -0.46,   6372, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5962,   5891,      0,   5962,   5891,  66.88,  -0.19,  14463, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.22,   0.08,   5590, 34.14,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.55,    nan,    745,
[2017/08/01 03:14:00] 

 01,   8536,   8437,      0,   8536,   8437,  87.21,  -0.38,  11889, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.74,  -0.45,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.27,  -0.41,   7187, 33.82,    nan,    826,
06,   5963,   5892,      0,   5963,   5892,  66.89,  -0.18,  14462, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.22,   0.08,   5590, 34.14,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.55,    nan,    745,
[2017/08/01 03:15:00] 

 01,   8535,   8436,      0,   8535,   8436,  87.20,  -0.38,  11890, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.74,  -0.45,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5963,   5892,      0,   5963,   5892,  66.89,  -0.19,  14462, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.07,   5590, 34.14,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.55,    nan,    745,
[2017/08/01 03:16:00] 

 01,   8535,   8436,      0,   8535,   8436,  87.20,  -0.38,  11890, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.96,    nan,    745,
03,   5284,   5197,      0,   5284,   5197, 104.98,  -0.33,   4786, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.75,  -0.44,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5962,   5891,      0,   5962,   5891,  66.88,  -0.18,  14463, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.22,   0.07,   5590, 34.14,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.55,    nan,    745,
[2017/08/01 03:17:00] 

 01,   8536,   8437,      0,   8536,   8437,  87.21,  -0.38,  11889, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3698,   3640,      0,   3698,   3640,  82.74,  -0.46,   6372, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.27,  -0.41,   7187, 33.82,    nan,    826,
06,   5962,   5891,      0,   5962,   5891,  66.88,  -0.18,  14463, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.08,   5590, 34.14,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.20,   5320, 32.55,    nan,    745,
[2017/08/01 03:18:00] 

 01,   8536,   8437,      0,   8536,   8437,  87.21,  -0.38,  11889, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.35,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.74,  -0.46,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5962,   5892,      0,   5962,   5892,  66.89,  -0.18,  14463, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.08,   5590, 34.14,    nan,    745,
08,   4751,   4678,      0,   4751,   4678,  97.05,  -0.19,   5319, 32.56,    nan,    745,
[2017/08/01 03:19:00] 

 01,   8535,   8436,      0,   8535,   8436,  87.20,  -0.38,  11890, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3698,   3640,      0,   3698,   3640,  82.74,  -0.46,   6372, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5962,   5891,      0,   5962,   5891,  66.89,  -0.18,  14463, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.07,   5590, 34.14,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.56,    nan,    745,
[2017/08/01 03:20:00] 

 01,   8535,   8436,      0,   8535,   8436,  87.20,  -0.38,  11890, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3700,   3641,      0,   3700,   3641,  82.76,  -0.45,   6370, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5963,   5892,      0,   5963,   5892,  66.89,  -0.17,  14462, 33.65,    nan,    826,
07,   4480,   4402,      0,   4480,   4403,  92.21,   0.07,   5590, 34.14,    nan,    745,
08,   4751,   4678,      0,   4751,   4678,  97.05,  -0.19,   5319, 32.56,    nan,    745,
[2017/08/01 03:21:00] 

 01,   8535,   8436,      0,   8535,   8436,  87.20,  -0.38,  11890, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.74,  -0.46,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5962,   5891,      0,   5962,   5891,  66.88,  -0.18,  14463, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.08,   5590, 34.14,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.56,    nan,    745,
[2017/08/01 03:22:00] 

 01,   8536,   8437,      0,   8536,   8437,  87.21,  -0.38,  11889, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.96,    nan,    745,
03,   5284,   5197,      0,   5284,   5197, 104.97,  -0.33,   4786, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.74,  -0.47,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5963,   5892,      0,   5963,   5892,  66.89,  -0.18,  14462, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.08,   5590, 34.14,    nan,    745,
08,   4751,   4678,      0,   4751,   4678,  97.06,  -0.19,   5319, 32.56,    nan,    745,
[2017/08/01 03:23:00] 

 01,   8536,   8437,      0,   8536,   8437,  87.21,  -0.38,  11889, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3699,   3641,      0,   3699,   3641,  82.75,  -0.46,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5962,   5891,      0,   5962,   5891,  66.88,  -0.19,  14463, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.08,   5590, 34.14,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.56,    nan,    745,
[2017/08/01 03:24:00] 

 01,   8536,   8437,      0,   8536,   8437,  87.21,  -0.38,  11889, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.74,  -0.47,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5962,   5891,      0,   5962,   5891,  66.88,  -0.19,  14463, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.08,   5590, 34.14,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.56,    nan,    745,
[2017/08/01 03:25:00] 

 01,   8535,   8436,      0,   8535,   8436,  87.21,  -0.38,  11890, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.74,  -0.45,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5962,   5891,      0,   5962,   5891,  66.88,  -0.18,  14463, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.07,   5590, 34.13,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.56,    nan,    745,
[2017/08/01 03:26:00] 

 01,   8536,   8437,      0,   8536,   8437,  87.21,  -0.38,  11889, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.74,  -0.45,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5962,   5891,      0,   5962,   5891,  66.88,  -0.18,  14463, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.08,   5590, 34.13,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.20,   5320, 32.56,    nan,    745,
[2017/08/01 03:27:00] 

 01,   8535,   8436,      0,   8535,   8436,  87.20,  -0.38,  11890, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.35,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.74,  -0.45,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5962,   5891,      0,   5962,   5891,  66.88,  -0.19,  14463, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.22,   0.08,   5590, 34.14,    nan,    745,
08,   4750,   4677,      0,   4750,   4677,  97.05,  -0.19,   5320, 32.56,    nan,    745,
[2017/08/01 03:28:00] 

 01,   8536,   8437,      0,   8536,   8437,  87.21,  -0.38,  11889, 33.31,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.35,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3698,   3640,      0,   3698,   3640,  82.74,  -0.45,   6372, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.27,  -0.41,   7187, 33.82,    nan,    826,
06,   5961,   5890,      0,   5961,   5890,  66.88,  -0.19,  14464, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.08,   5590, 34.13,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.20,   5320, 32.56,    nan,    745,
[2017/08/01 03:29:00] 

 01,   8536,   8437,      0,   8536,   8437,  87.21,  -0.38,  11889, 33.31,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.32,   4787, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.74,  -0.46,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5961,   5890,      0,   5961,   5890,  66.88,  -0.18,  14464, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.08,   5590, 34.13,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.56,    nan,    745,
[2017/08/01 03:30:00] 

 01,   8536,   8437,      0,   8536,   8437,  87.21,  -0.38,  11889, 33.31,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.74,  -0.46,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5962,   5891,      0,   5962,   5891,  66.89,  -0.18,  14463, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.08,   5590, 34.13,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.56,    nan,    745,
[2017/08/01 03:31:00] 

 01,   8536,   8437,      0,   8536,   8437,  87.21,  -0.38,  11889, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.35,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.32,   4787, 33.41,    nan,    745,
04,   3698,   3640,      0,   3698,   3640,  82.74,  -0.46,   6372, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5962,   5892,      0,   5962,   5892,  66.89,  -0.18,  14463, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.08,   5590, 34.13,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.56,    nan,    745,
[2017/08/01 03:32:00] 

 01,   8536,   8437,      0,   8536,   8437,  87.21,  -0.38,  11889, 33.31,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.74,  -0.45,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5964,   5893,      0,   5964,   5893,  66.90,  -0.17,  14461, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.07,   5590, 34.13,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.56,    nan,    745,
[2017/08/01 03:33:00] 

 01,   8536,   8437,      0,   8536,   8437,  87.21,  -0.38,  11889, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.35,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.74,  -0.46,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.27,  -0.41,   7187, 33.82,    nan,    826,
06,   5961,   5890,      0,   5961,   5890,  66.88,  -0.19,  14464, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.08,   5590, 34.13,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.56,    nan,    745,
[2017/08/01 03:34:00] 

 01,   8536,   8436,      0,   8536,   8436,  87.21,  -0.38,  11889, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.35,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3698,   3640,      0,   3698,   3640,  82.74,  -0.46,   6372, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5963,   5892,      0,   5963,   5892,  66.89,  -0.18,  14462, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.08,   5590, 34.13,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.56,    nan,    745,
[2017/08/01 03:35:00] 

 01,   8535,   8436,      0,   8535,   8436,  87.20,  -0.38,  11890, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.96,    nan,    745,
03,   5283,   5196,      0,   5283,   5196, 104.96,  -0.33,   4787, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.74,  -0.46,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5961,   5890,      0,   5961,   5890,  66.88,  -0.19,  14464, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.07,   5590, 34.13,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.56,    nan,    745,
[2017/08/01 03:36:00] 

 01,   8535,   8436,      0,   8535,   8436,  87.20,  -0.38,  11890, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.75,  -0.46,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5963,   5892,      0,   5963,   5892,  66.89,  -0.18,  14462, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.07,   5590, 34.13,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.56,    nan,    745,
[2017/08/01 03:37:00] 

 01,   8536,   8437,      0,   8536,   8437,  87.21,  -0.38,  11889, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.32,   4787, 33.41,    nan,    745,
04,   3699,   3641,      0,   3699,   3641,  82.75,  -0.46,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5962,   5891,      0,   5962,   5891,  66.89,  -0.18,  14463, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.08,   5590, 34.13,    nan,    745,
08,   4751,   4678,      0,   4751,   4678,  97.05,  -0.19,   5319, 32.57,    nan,    745,
[2017/08/01 03:38:00] 

 01,   8535,   8436,      0,   8535,   8436,  87.20,  -0.38,  11890, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.78,  -0.35,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.74,  -0.46,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5963,   5892,      0,   5963,   5892,  66.89,  -0.18,  14462, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.07,   5590, 34.13,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.57,    nan,    745,
[2017/08/01 03:39:00] 

 01,   8536,   8437,      0,   8536,   8437,  87.21,  -0.38,  11889, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.33,   4787, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.74,  -0.45,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5963,   5892,      0,   5963,   5892,  66.89,  -0.18,  14462, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.07,   5590, 34.13,    nan,    745,
08,   4750,   4677,      0,   4750,   4677,  97.05,  -0.19,   5320, 32.57,    nan,    745,
[2017/08/01 03:40:00] 

 01,   8535,   8436,      0,   8535,   8436,  87.21,  -0.38,  11890, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.35,   4714, 31.96,    nan,    745,
03,   5283,   5197,      0,   5283,   5197, 104.97,  -0.32,   4787, 33.41,    nan,    745,
04,   3698,   3640,      0,   3698,   3640,  82.74,  -0.45,   6372, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5963,   5892,      0,   5963,   5892,  66.89,  -0.18,  14462, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.22,   0.08,   5590, 34.13,    nan,    745,
08,   4751,   4678,      0,   4751,   4678,  97.06,  -0.19,   5319, 32.57,    nan,    745,
[2017/08/01 03:41:00] 

 01,   8536,   8437,      0,   8536,   8437,  87.21,  -0.38,  11889, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.97,    nan,    745,
03,   5284,   5197,      0,   5284,   5197, 104.97,  -0.33,   4786, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.75,  -0.45,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
06,   5963,   5892,      0,   5963,   5892,  66.89,  -0.18,  14462, 33.65,    nan,    826,
07,   4480,   4403,      0,   4480,   4403,  92.21,   0.07,   5590, 34.13,    nan,    745,
08,   4750,   4678,      0,   4750,   4678,  97.05,  -0.19,   5320, 32.57,    nan,    745,
[2017/08/01 03:42:00] 

 01,   8535,   8436,      0,   8535,   8436,  87.21,  -0.38,  11890, 33.30,    nan,    826,
02,   5356,   5278,      0,   5356,   5278, 108.77,  -0.36,   4714, 31.97,    nan,    745,
03,   5284,   5197,      0,   5284,   5197, 104.98,  -0.33,   4786, 33.41,    nan,    745,
04,   3699,   3640,      0,   3699,   3640,  82.74,  -0.46,   6371, 33.03,    nan,    745,
05,   2883,   2848,      0,   2883,   2848,  67.26,  -0.41,   7187, 33.82,    nan,    826,
